idx,stname,period,year,order,label,month,tot_day
27750,via marcantonio franceschini,1,2022,20221,2022,2022-06,6474.406003584229
27755,via marcantonio franceschini,2,2022,20222,,2022-09,6105.710394265233
27760,via marco emilio lepido,1,2022,20221,2022,2022-06,4774.297563044035
27839,via marco emilio lepido,2,2022,20222,,2022-09,4148.6688928580015
27918,via marco polo,1,2022,20221,2022,2022-06,13051.484668885474
27944,via marco polo,2,2022,20222,,2022-09,8332.400403774413
27970,via marsili,1,2022,20221,2022,2022-06,2973.3600486431133
27972,via marsili,2,2022,20222,,2022-09,2874.6521505376345
27974,via marzabotto,1,2022,20221,2022,2022-06,3784.8929390681005
27999,via marzabotto,2,2022,20222,,2022-09,3242.9171326164874
28024,via marziale,1,2022,20221,2022,2022-06,1302.7268817204301
28028,via marziale,2,2022,20222,,2022-09,1158.8062724014337
28032,via mascarella,1,2022,20221,2022,2022-06,2467.2017409114183
28036,via mascarella,2,2022,20222,,2022-09,2411.069892473118
28040,via massenzio masia,1,2022,20221,2022,2022-06,1701.3444572452638
28041,via massenzio masia,2,2022,20222,,2022-09,1616.0363799283152
28042,via mazzini,1,2022,20221,2022,2022-06,6312.535231694829
28043,via mazzini,2,2022,20222,,2022-09,6052.515143369175
28044,via michelino,1,2022,20221,2022,2022-06,5453.889503328213
28078,via michelino,2,2022,20222,,2022-09,5009.073835125449
28112,via milano,1,2022,20221,2022,2022-06,915.4060291858679
28120,via milano,2,2022,20222,,2022-09,880.4302867383512
28128,via mondo,1,2022,20221,2022,2022-06,5237.838274449565
28142,via mondo,2,2022,20222,,2022-09,5031.700896057348
28156,via montefiorino,1,2022,20221,2022,2022-06,8341.748163082437
28168,via montefiorino,2,2022,20222,,2022-09,5960.0542114695345
28180,via niccolo' machiavelli,1,2022,20221,2022,2022-06,1042.1132488479263
28181,via niccolo' machiavelli,2,2022,20222,,2022-09,870.2189964157706
28182,via nicolo' dall'arca,1,2022,20221,2022,2022-06,3562.4918330773166
28183,via nicolo' dall'arca,2,2022,20222,,2022-09,5914.710215053764
28184,via nino bertocchi,1,2022,20221,2022,2022-06,0.0
28204,via nino bertocchi,2,2022,20222,,2022-09,1353.9229390681003
28224,via normandia,1,2022,20221,2022,2022-06,2524.3705581157196
28231,via normandia,2,2022,20222,,2022-09,3313.76164874552
28238,via nosadella,1,2022,20221,2022,2022-06,6608.602854582693
28240,via nosadella,2,2022,20222,,2022-09,6021.0451612903225
28242,via olindo guerrini,1,2022,20221,2022,2022-06,665.5061187916026
28244,via olindo guerrini,2,2022,20222,,2022-09,104.9247311827957
28246,via orazio samacchini,1,2022,20221,2022,2022-06,525.8853174603174
28248,via orazio samacchini,2,2022,20222,,2022-09,464.3362007168459
28250,via osoppo,1,2022,20221,2022,2022-06,488.5703277009729
28256,via osoppo,2,2022,20222,,2022-09,512.2333333333333
28262,via paganino bonafede,1,2022,20221,2022,2022-06,638.1504096262161
28263,via paganino bonafede,2,2022,20222,,2022-09,1588.9544802867383
28264,via panigale,1,2022,20221,2022,2022-06,2750.5422683051715
28282,via panigale,2,2022,20222,,2022-09,2562.563799283154
28300,via paolo bovi campeggi,1,2022,20221,2022,2022-06,5278.036047107015
28315,via paolo bovi campeggi,2,2022,20222,,2022-09,5247.886379928315
28330,via parisio,1,2022,20221,2022,2022-06,2923.6706029185866
28342,via parisio,2,2022,20222,,2022-09,2656.133422939068
28354,via pasubio,1,2022,20221,2022,2022-06,3316.145906938044
28374,via pasubio,2,2022,20222,,2022-09,3221.601164874552
28394,via pelagio palagi,1,2022,20221,2022,2022-06,7454.637147977471
28407,via pelagio palagi,2,2022,20222,,2022-09,6776.836116822246
28420,via pellegrino tibaldi,1,2022,20221,2022,2022-06,6503.81145673323
28423,via pellegrino tibaldi,2,2022,20222,,2022-09,7375.445161290322
28426,via persicetana,1,2022,20221,2022,2022-06,6693.628405017921
28464,via persicetana,2,2022,20222,,2022-09,6314.832974910394
28502,via pier luigi da palestrina,1,2022,20221,2022,2022-06,889.8878328213005
28515,via pier luigi da palestrina,2,2022,20222,,2022-09,1541.4545454545455
28528,via pier paolo molinelli,2,2022,20222,,2022-09,4040.4088709677417
28548,via pietro albertoni,1,2022,20221,2022,2022-06,3363.736226318484
28553,via pietro albertoni,2,2022,20222,,2022-09,2900.1100358422937
28558,via pietro de coubertin,1,2022,20221,2022,2022-06,2260.4508000512033
28564,via pietro de coubertin,2,2022,20222,,2022-09,2299.5466845878136
28570,via pietro mascagni,1,2022,20221,2022,2022-06,3765.312698412699
28578,via pietro mascagni,2,2022,20222,,2022-09,4592.203584229391
28586,via pietro mengoli,1,2022,20221,2022,2022-06,4726.689490527394
28602,via pietro mengoli,2,2022,20222,,2022-09,4468.126120071684
28618,via pietro nenni,1,2022,20221,2022,2022-06,2514.123271889401
28625,via pietro nenni,2,2022,20222,,2022-09,2318.0360215053765
28632,via pietro pomponazzi,1,2022,20221,2022,2022-06,1267.8482846902202
28634,via pietro pomponazzi,2,2022,20222,,2022-09,1136.4308243727598
28636,via po,1,2022,20221,2022,2022-06,9859.136955965181
28645,via po,2,2022,20222,,2022-09,7018.283691756272
28654,via porrettana,1,2022,20221,2022,2022-06,3101.63562041304
28693,via porrettana,2,2022,20222,,2022-09,2963.3279569892475
28732,via prati di caprara,1,2022,20221,2022,2022-06,15936.95302739375
28744,via prati di caprara,2,2022,20222,,2022-09,11052.102240143371
28756,via quarto di sopra,2,2022,20222,,2022-09,1116.1188769414575
28763,via ravenna,1,2022,20221,2022,2022-06,1016.0124167946748
28767,via ravenna,2,2022,20222,,2022-09,1527.376164874552
28771,via rialto,1,2022,20221,2022,2022-06,1378.8600230414747
28774,via rialto,2,2022,20222,,2022-09,1245.9689964157706
28777,via rimesse,1,2022,20221,2022,2022-06,4392.451011264721
28792,via rimesse,2,2022,20222,,2022-09,4160.678494623656
28807,via riva di reno,1,2022,20221,2022,2022-06,2862.0423707117257
28824,via riva di reno,2,2022,20222,,2022-09,2629.9879629629627
28841,via rizzoli,1,2022,20221,2022,2022-06,2242.857987711214
28842,via rizzoli,2,2022,20222,,2022-09,2209.4505376344086
28843,via roberto ardigo',1,2022,20221,2022,2022-06,285.5180363543267
28844,via roberto ardigo',2,2022,20222,,2022-09,246.7489247311828
28845,via romolo amaseo,1,2022,20221,2022,2022-06,10882.008819764465
28847,via romolo amaseo,2,2022,20222,,2022-09,15516.062724014337
28849,via roncaglio,1,2022,20221,2022,2022-06,2800.0434782608695
28863,via roncaglio,2,2022,20222,,2022-09,2704.0701205604432
28877,via ruggero ruggeri,1,2022,20221,2022,2022-06,2463.6496223758318
28885,via ruggero ruggeri,2,2022,20222,,2022-09,2384.8284050179213
28893,via s.anna,1,2022,20221,2022,2022-06,1494.8344854070663
28894,via s.anna,2,2022,20222,,2022-09,1419.2454301075268
28895,via s.donato,1,2022,20221,2022,2022-06,7398.2301740911425
28896,via s.donato,2,2022,20222,,2022-09,7165.64364874552
28897,via s.felice,1,2022,20221,2022,2022-06,3475.523446833931
28898,via s.felice,2,2022,20222,,2022-09,3791.069713261649
28899,via s.isaia,1,2022,20221,2022,2022-06,1415.3595494111623
28900,via s.isaia,2,2022,20222,,2022-09,1226.0720430107529
28901,via s.mamolo,1,2022,20221,2022,2022-06,5168.558042114695
28902,via s.mamolo,2,2022,20222,,2022-09,1916.0428315412184
28903,via s.nicolo' di villola,1,2022,20221,2022,2022-06,366.32045570916534
28904,via s.nicolo' di villola,2,2022,20222,,2022-09,355.7293906810036
28905,via s.stefano,1,2022,20221,2022,2022-06,4594.125238948626
28906,via s.stefano,2,2022,20222,,2022-09,3961.1037037037036
28907,via s.vitale,1,2022,20221,2022,2022-06,6822.812365591398
28908,via s.vitale,2,2022,20222,,2022-09,1266.5718637992832
28909,via sabotino,1,2022,20221,2022,2022-06,19503.226945724527
28918,via sabotino,2,2022,20222,,2022-09,18530.035663082435
28927,via san donato,1,2022,20221,2022,2022-06,2454.5252150537635
29032,via san donato,2,2022,20222,,2022-09,4811.975915384075
29137,via santa barbara,2,2022,20222,,2022-09,1048.4975806451612
29145,via sante vincenzi,1,2022,20221,2022,2022-06,4516.6939068100355
29165,via sante vincenzi,2,2022,20222,,2022-09,4033.2378136200714
29185,via saragozza,1,2022,20221,2022,2022-06,6852.8555299539175
29230,via saragozza,2,2022,20222,,2022-09,5926.621617383513
29275,via sardegna,1,2022,20221,2022,2022-06,1104.5278545826934
29283,via sardegna,2,2022,20222,,2022-09,71.64148745519714
29291,via sebastiano serlio,1,2022,20221,2022,2022-06,2804.690360983103
29298,via sebastiano serlio,2,2022,20222,,2022-09,1481.5715949820788
29305,via serena,1,2022,20221,2022,2022-06,1915.6845622119818
29307,via serena,2,2022,20222,,2022-09,1802.2870967741935
29309,via siepelunga,1,2022,20221,2022,2022-06,2339.6107782898107
29325,via siepelunga,2,2022,20222,,2022-09,533.2488052568698
29341,via simone dei crocefissi,1,2022,20221,2022,2022-06,8918.759837429596
29345,via simone dei crocefissi,2,2022,20222,,2022-09,9139.830376344085
29349,via spartaco,1,2022,20221,2022,2022-06,1319.47311827957
29360,via spartaco,2,2022,20222,,2022-09,1135.4797491039426
29371,via stalingrado,1,2022,20221,2022,2022-06,12384.994959362104
29442,via stalingrado,2,2022,20222,,2022-09,11743.700134408602
29513,via tagliapietre,1,2022,20221,2022,2022-06,4855.58373015873
29517,via tolmino,1,2022,20221,2022,2022-06,10978.001570233828
29524,via tolmino,2,2022,20222,,2022-09,8111.871502516587
29531,via tommaso martelli,1,2022,20221,2022,2022-06,5546.030958781362
29541,via tommaso martelli,2,2022,20222,,2022-09,4474.430711186568
29551,via torino,1,2022,20221,2022,2022-06,7501.774558371736
29556,via torino,2,2022,20222,,2022-09,5446.841480562448
29561,via toscana,1,2022,20221,2022,2022-06,8325.167512923
29681,via toscana,2,2022,20222,,2022-09,7877.944193548387
29801,via ugo bassi,1,2022,20221,2022,2022-06,2875.420513312852
29811,via ugo bassi,2,2022,20222,,2022-09,2784.8647849462363
29821,via ugo la malfa,1,2022,20221,2022,2022-06,1640.2289170506913
29825,via ugo la malfa,2,2022,20222,,2022-09,1392.251075268817
29829,via umberto terracini,1,2022,20221,2022,2022-06,14012.078626898789
29839,via umberto terracini,2,2022,20222,,2022-09,13805.312962962962
29849,via urbana,1,2022,20221,2022,2022-06,1431.3165002560163
29853,via urbana,2,2022,20222,,2022-09,284.578853046595
29857,via vallescura,1,2022,20221,2022,2022-06,505.7213389656938
29867,via vallescura,2,2022,20222,,2022-09,555.3241935483871
29877,via vasco de gama,2,2022,20222,,2022-09,1159.0586021505378
29891,via vermena,1,2022,20221,2022,2022-06,1894.7495775729647
29900,via vermena,2,2022,20222,,2022-09,1632.2449820788531
29909,via vezza,1,2022,20221,2022,2022-06,1836.6121863799283
29916,via vezza,2,2022,20222,,2022-09,489.534229390681
29923,via vittorio bigari,2,2022,20222,,2022-09,17.939285714285713
29927,via vittorio bottego,1,2022,20221,2022,2022-06,229.26842037890424
29928,via vittorio bottego,2,2022,20222,,2022-09,288.2440860215054
29929,via vittorio peglion,1,2022,20221,2022,2022-06,2622.8731182795696
29939,via vittorio peglion,2,2022,20222,,2022-09,3624.813082437276
29949,via vittorio veneto,1,2022,20221,2022,2022-06,4971.297235023041
29958,via vittorio veneto,2,2022,20222,,2022-09,5028.190800477897
29967,via william shakespeare,1,2022,20221,2022,2022-06,3149.503515425398
29987,via william shakespeare,2,2022,20222,,2022-09,4130.436057347671
30007,via xxi aprile 1945,1,2022,20221,2022,2022-06,4585.357923707117
30008,via xxi aprile 1945,2,2022,20222,,2022-09,4223.851971326165
30009,viale abramo lincoln,1,2022,20221,2022,2022-06,4370.969982078853
30032,viale abramo lincoln,2,2022,20222,,2022-09,4030.262634408602
30055,viale alcide de gasperi,1,2022,20221,2022,2022-06,14397.43440006827
30064,viale alcide de gasperi,2,2022,20222,,2022-09,13855.29486260454
30073,viale aldo moro,1,2022,20221,2022,2022-06,7862.167178699437
30088,viale aldo moro,2,2022,20222,,2022-09,7431.288142174432
30103,viale alfredo oriani,1,2022,20221,2022,2022-06,2610.759696620584
30113,viale alfredo oriani,2,2022,20222,,2022-09,2227.1063620071686
30123,viale angelo masini,1,2022,20221,2022,2022-06,9440.301623570575
30137,viale angelo masini,2,2022,20222,,2022-09,7948.380734767025
30151,viale antonio aldini,1,2022,20221,2022,2022-06,13629.125816052227
30169,viale antonio aldini,2,2022,20222,,2022-09,14759.399238351254
30187,viale antonio silvani,1,2022,20221,2022,2022-06,10402.829121863799
30196,viale antonio silvani,2,2022,20222,,2022-09,10339.135931899642
30205,viale carlo berti pichat,1,2022,20221,2022,2022-06,11501.971695255163
30210,viale carlo berti pichat,2,2022,20222,,2022-09,11809.962544802867
30215,viale carlo pepoli,1,2022,20221,2022,2022-06,12980.517221368835
30229,viale carlo pepoli,2,2022,20222,,2022-09,12212.796356033452
30243,viale del risorgimento,1,2022,20221,2022,2022-06,2201.6232206861237
30246,viale del risorgimento,2,2022,20222,,2022-09,0.005376344086021505
30249,viale della fiera,1,2022,20221,2022,2022-06,6031.902086533538
30254,viale della fiera,2,2022,20222,,2022-09,5639.594623655914
30259,viale della repubblica,1,2022,20221,2022,2022-06,7225.841020225295
30278,viale della repubblica,2,2022,20222,,2022-09,7023.575358422939
30297,viale enrico panzacchi,1,2022,20221,2022,2022-06,12320.969448711383
30306,viale enrico panzacchi,2,2022,20222,,2022-09,12888.275985663082
30315,viale europa,1,2022,20221,2022,2022-06,9509.148448256245
30333,viale europa,2,2022,20222,,2022-09,9593.600597371566
30351,viale felsina,2,2022,20222,,2022-09,1479.5132974910393
30409,viale gaetano salvemini,1,2022,20221,2022,2022-06,4663.583700899714
30434,viale gaetano salvemini,2,2022,20222,,2022-09,4293.292242703533
30459,viale gian battista ercolani,1,2022,20221,2022,2022-06,9055.972775857656
30460,viale gian battista ercolani,2,2022,20222,,2022-09,8907.01899641577
30461,viale giosue' carducci,1,2022,20221,2022,2022-06,11471.115484724354
30462,viale giosue' carducci,2,2022,20222,,2022-09,16145.55394265233
30463,viale giovanni gozzadini,1,2022,20221,2022,2022-06,16305.686853558627
30474,viale giovanni gozzadini,2,2022,20222,,2022-09,14874.678763440861
30485,viale giovanni vicini,1,2022,20221,2022,2022-06,13744.111346646185
30496,viale giovanni vicini,2,2022,20222,,2022-09,13027.436093189965
30507,viale ilic uljanov lenin,1,2022,20221,2022,2022-06,11690.880879842976
30526,viale ilic uljanov lenin,2,2022,20222,,2022-09,7510.831481481481
30545,viale m. karamchand gandhi,1,2022,20221,2022,2022-06,11482.048463901689
30546,viale m. karamchand gandhi,2,2022,20222,,2022-09,10971.308741537236
30547,viale palmiro togliatti,1,2022,20221,2022,2022-06,19392.04490527394
30566,viale palmiro togliatti,2,2022,20222,,2022-09,18297.65755248336
30585,viale pietro pietramellara,1,2022,20221,2022,2022-06,12609.666259885076
30604,viale pietro pietramellara,2,2022,20222,,2022-09,12344.950935882118
30623,viale quirico filopanti,1,2022,20221,2022,2022-06,15760.17621607783
30631,viale quirico filopanti,2,2022,20222,,2022-09,16254.23458781362
30639,viale roma,1,2022,20221,2022,2022-06,14816.024679979519
30651,viale roma,2,2022,20222,,2022-09,13779.881877240143
30663,viale sandro pertini,1,2022,20221,2022,2022-06,17499.071151220345
30679,viale sandro pertini,2,2022,20222,,2022-09,17709.59139784946
30695,viale vladimir ilic uljanov lenin,2,2022,20222,,2022-09,3607.4892114695344
30696,viale zagabria,1,2022,20221,2022,2022-06,1462.2386712749615
30705,viale zagabria,2,2022,20222,,2022-09,1166.4259856630824
30714,largo bartolo nigrisoli,1,2023,20231,2023,2023-06,1365.3737274220032
30723,largo bartolo nigrisoli,2,2023,20232,,2023-09,1083.3721326164875
30732,largo card. giacomo lercaro,1,2023,20231,2023,2023-06,2760.6167421473597
30733,largo card. giacomo lercaro,2,2023,20232,,2023-09,2441.2706093189963
30734,largo mariele ventre,1,2023,20231,2023,2023-06,14723.806945106555
30735,largo mariele ventre,2,2023,20232,,2023-09,13633.347491039427
30736,largo vittime lager nazisti,1,2023,20231,2023,2023-06,1171.4995073891625
30737,largo vittime lager nazisti,2,2023,20232,,2023-09,1112.8044802867382
30738,mura di porta galliera,1,2023,20231,2023,2023-06,1115.5614328972226
30739,mura di porta galliera,2,2023,20232,,2023-09,574.1482078853047
30740,nome via da istituire,1,2023,20231,2023,2023-06,1443.2804160707665
30741,nome via da istituire,2,2023,20232,,2023-09,1264.427688172043
30742,p.le atleti azzurri d'italia,1,2023,20231,2023,2023-06,2984.105654210145
30743,p.le atleti azzurri d'italia,2,2023,20232,,2023-09,2622.660125448029
30744,passaggio a. marescalchi,1,2023,20231,2023,2023-06,650.4082379893003
30745,passaggio a. marescalchi,2,2023,20232,,2023-09,582.3842293906811
30746,piazza adam mickiewicz,1,2023,20231,2023,2023-06,5869.735610554938
30752,piazza adam mickiewicz,2,2023,20232,,2023-09,5259.801433691756
30758,piazza aldrovandi,1,2023,20231,2023,2023-06,1247.2264987993715
30761,piazza aldrovandi,2,2023,20232,,2023-09,1372.4820788530467
30764,piazza belluno,1,2023,20231,2023,2023-06,2192.7233601709127
30771,piazza belluno,2,2023,20232,,2023-09,2001.0396953405018
30778,piazza della costituzione,1,2023,20231,2023,2023-06,359.9399862280841
30795,piazza della costituzione,2,2023,20232,,2023-09,406.7462365591398
30812,piazza delle medaglie d'oro,1,2023,20231,2023,2023-06,4800.042643943006
30813,piazza delle medaglie d'oro,2,2023,20232,,2023-09,4570.161827956989
30814,piazza di porta castiglione,1,2023,20231,2023,2023-06,1999.7132338400695
30828,piazza di porta castiglione,2,2023,20232,,2023-09,1726.5195340501793
30842,piazza di porta s.isaia,1,2023,20231,2023,2023-06,5882.147696735349
30843,piazza di porta s.isaia,2,2023,20232,,2023-09,5204.166666666667
30844,piazza di porta s.mamolo,1,2023,20231,2023,2023-06,12942.111673022935
30845,piazza di porta s.mamolo,2,2023,20232,,2023-09,11420.787455197133
30846,piazza di porta s.vitale,1,2023,20231,2023,2023-06,17268.032508784014
30847,piazza di porta s.vitale,2,2023,20232,,2023-09,16401.4311827957
30848,piazza malpighi,1,2023,20231,2023,2023-06,3941.875072832247
30857,piazza malpighi,2,2023,20232,,2023-09,4332.975806451613
30866,piazza porta ravegnana,1,2023,20231,2023,2023-06,932.5089142256828
30867,piazza porta ravegnana,2,2023,20232,,2023-09,463.26039426523295
30868,piazza renzo imbeni,1,2023,20231,2023,2023-06,605.5161206455144
30869,piazza renzo imbeni,2,2023,20232,,2023-09,615.0482078853047
30870,piazza trento e trieste,1,2023,20231,2023,2023-06,4409.422334192607
30886,piazza trento e trieste,2,2023,20232,,2023-09,4151.155675029869
30902,piazza xx settembre,1,2023,20231,2023,2023-06,11955.870359040908
30903,piazza xx settembre,2,2023,20232,,2023-09,11618.847371565113
30904,strada maggiore,1,2023,20231,2023,2023-06,2997.931928185933
30914,strada maggiore,2,2023,20232,,2023-09,2689.367204301075
30924,tangenziale casalecchio-san lazzaro,1,2023,20231,2023,2023-06,2136.107866765542
30925,tangenziale casalecchio-san lazzaro,2,2023,20232,,2023-09,3336.5354838709677
30926,tangenziale san lazzaro-casalecchio,1,2023,20231,2023,2023-06,2852.28420069919
30927,tangenziale san lazzaro-casalecchio,2,2023,20232,,2023-09,2993.3324372759857
30928,via adige,1,2023,20231,2023,2023-06,1276.1354008863464
30937,via adige,2,2023,20232,,2023-09,1221.5779569892472
30946,via adolfo de carolis,1,2023,20231,2023,2023-06,0.0
30958,via adolfo de carolis,2,2023,20232,,2023-09,577.260394265233
30970,via agucchi,1,2023,20231,2023,2023-06,4122.477620195278
31005,via agucchi,2,2023,20232,,2023-09,3192.375806451613
31040,via alberelli,1,2023,20231,2023,2023-06,500.13544811695533
31044,via alberelli,2,2023,20232,,2023-09,590.405376344086
31048,via alberto calda,1,2023,20231,2023,2023-06,2434.913203382948
31056,via alberto calda,2,2023,20232,,2023-09,2251.6784946236558
31064,via alberto dallolio,1,2023,20231,2023,2023-06,3454.7201957201123
31078,via alberto dallolio,2,2023,20232,,2023-09,3117.976523297491
31092,via alberto mario,1,2023,20231,2023,2023-06,3135.89846743295
31104,via alberto mario,2,2023,20232,,2023-09,2256.7232078853044
31116,via alessandro guidotti,1,2023,20231,2023,2023-06,2258.212296290411
31121,via alessandro guidotti,2,2023,20232,,2023-09,2018.2080645161288
31126,via alessandro tiarini,1,2023,20231,2023,2023-06,6315.415659080342
31136,via alessandro tiarini,2,2023,20232,,2023-09,3462.6998207885304
31146,via alfonso lombardi,1,2023,20231,2023,2023-06,2693.339601762099
31149,via alfonso lombardi,2,2023,20232,,2023-09,2513.114336917563
31152,via alfonso rubbiani,1,2023,20231,2023,2023-06,4215.63314396949
31155,via alfonso rubbiani,2,2023,20232,,2023-09,3206.6813620071684
31158,via alfonso torreggiani,1,2023,20231,2023,2023-06,3721.7735376167525
31160,via alfonso torreggiani,2,2023,20232,,2023-09,3315.6840501792117
31162,via amedeo parmeggiani,1,2023,20231,2023,2023-06,3173.2904792803292
31164,via amedeo parmeggiani,2,2023,20232,,2023-09,3074.583602150538
31166,via amilcare ponchielli,1,2023,20231,2023,2023-06,1655.207599713968
31175,via amilcare ponchielli,2,2023,20232,,2023-09,464.52497013142175
31184,via andrea costa,1,2023,20231,2023,2023-06,8039.69008493785
31245,via andrea costa,2,2023,20232,,2023-09,8067.403024193548
31306,via antonio cavalieri ducati,1,2023,20231,2023,2023-06,8546.316822483535
31320,via antonio cavalieri ducati,2,2023,20232,,2023-09,7947.7301075268815
31334,via antonio giuriolo,1,2023,20231,2023,2023-06,1851.9455541430514
31336,via antonio giuriolo,2,2023,20232,,2023-09,1718.970340501792
31338,via antonio labriola,1,2023,20231,2023,2023-06,1166.6045924042587
31341,via antonio labriola,2,2023,20232,,2023-09,1053.6437275985663
31344,via antonio vivaldi,1,2023,20231,2023,2023-06,403.52106176174584
31345,via antonio vivaldi,2,2023,20232,,2023-09,378.76505376344085
31346,via arcangelo corelli,1,2023,20231,2023,2023-06,3986.234269558769
31358,via arcangelo corelli,2,2023,20232,,2023-09,3865.533691756272
31370,via aristotile fioravanti,1,2023,20231,2023,2023-06,6583.345344827586
31389,via aristotile fioravanti,2,2023,20232,,2023-09,5979.050107526881
31408,via arno,1,2023,20231,2023,2023-06,5648.720859302812
31426,via arno,2,2023,20232,,2023-09,5225.186887694145
31444,via augusto murri,1,2023,20231,2023,2023-06,8607.146502768026
31504,via augusto murri,2,2023,20232,,2023-09,8061.552818507657
31564,via augusto romagnoli,1,2023,20231,2023,2023-06,870.4590824019634
31570,via augusto romagnoli,2,2023,20232,,2023-09,1088.1974910394265
31576,via aurelio saffi,1,2023,20231,2023,2023-06,8905.266178837745
31590,via aurelio saffi,2,2023,20232,,2023-09,6359.624044205496
31604,via azzurra,1,2023,20231,2023,2023-06,5172.658264473754
31617,via azzurra,2,2023,20232,,2023-09,3216.5014934289125
31630,via bassa dei sassi,1,2023,20231,2023,2023-06,3544.686579444533
31636,via bassa dei sassi,2,2023,20232,,2023-09,3401.8406810035845
31642,via battindarno,1,2023,20231,2023,2023-06,5855.143341455233
31702,via battindarno,2,2023,20232,,2023-09,5257.7918996415765
31762,via bellaria,1,2023,20231,2023,2023-06,2163.29212535218
31782,via bellaria,2,2023,20232,,2023-09,2106.924987199181
31802,via benedetto marcello,1,2023,20231,2023,2023-06,5502.060594443562
31813,via benedetto marcello,2,2023,20232,,2023-09,5325.7465053763435
31824,via borgonuovo,1,2023,20231,2023,2023-06,1649.0740293447745
31825,via borgonuovo,2,2023,20232,,2023-09,1380.2955197132617
31826,via cadriano,1,2023,20231,2023,2023-06,1806.8781011088158
31854,via cadriano,2,2023,20232,,2023-09,1732.8505973715653
31882,via caduti di amola,1,2023,20231,2023,2023-06,1823.3044533608772
31896,via caduti di amola,2,2023,20232,,2023-09,1716.050358422939
31910,via caduti di casteldebole,1,2023,20231,2023,2023-06,1170.3729642283313
31928,via caduti di casteldebole,2,2023,20232,,2023-09,1064.7037634408603
31946,via calabria,1,2023,20231,2023,2023-06,1878.4164336034748
31977,via calabria,2,2023,20232,,2023-09,1757.8166666666666
32008,via calamosco,1,2023,20231,2023,2023-06,1363.6735060561116
32020,via calamosco,2,2023,20232,,2023-09,1317.1578853046594
32032,via camillo casarini,1,2023,20231,2023,2023-06,900.5602772922294
32051,via camillo casarini,2,2023,20232,,2023-09,766.7093189964157
32070,via camillo ranzani,1,2023,20231,2023,2023-06,8809.847115401592
32074,via camillo ranzani,2,2023,20232,,2023-09,8180.7299283154125
32078,via capo di lucca,1,2023,20231,2023,2023-06,393.2596142980737
32083,via capo di lucca,2,2023,20232,,2023-09,361.7716845878136
32088,via cardinale g. de albornoz,1,2023,20231,2023,2023-06,4018.8710101170614
32089,via cardinale g. de albornoz,2,2023,20232,,2023-09,3568.613978494624
32090,via carlo alberto pizzardi,1,2023,20231,2023,2023-06,800.4798654148349
32099,via carlo alberto pizzardi,2,2023,20232,,2023-09,705.4512544802868
32108,via carlo sigonio,1,2023,20231,2023,2023-06,3073.746032481711
32122,via carlo sigonio,2,2023,20232,,2023-09,2741.7389486260454
32136,via casteldebole,1,2023,20231,2023,2023-06,2904.949615975422
32163,via casteldebole,2,2023,20232,,2023-09,3111.295878136201
32190,via castiglione,1,2023,20231,2023,2023-06,4509.236800258665
32219,via castiglione,2,2023,20232,,2023-09,3857.8024641577063
32248,via cesare battisti,1,2023,20231,2023,2023-06,1537.577489538641
32251,via cesare battisti,2,2023,20232,,2023-09,1282.5924731182795
32254,via cesare boldrini,1,2023,20231,2023,2023-06,2148.4881784434206
32257,via cesare boldrini,2,2023,20232,,2023-09,2041.9189964157704
32260,via cesare gnudi,1,2023,20231,2023,2023-06,3661.1152674047003
32263,via cesare gnudi,2,2023,20232,,2023-09,2686.3743727598567
32266,via cesare pavese,1,2023,20231,2023,2023-06,927.2668167452372
32273,via cesare pavese,2,2023,20232,,2023-09,901.3908602150537
32280,via cimabue,1,2023,20231,2023,2023-06,766.1455801860975
32284,via cimabue,2,2023,20232,,2023-09,648.0625448028674
32288,via cleto tomba,1,2023,20231,2023,2023-06,808.911374190017
32291,via cleto tomba,2,2023,20232,,2023-09,243.57275985663082
32294,via colombarola,1,2023,20231,2023,2023-06,1552.9202636968766
32302,via colombarola,2,2023,20232,,2023-09,1400.1537634408603
32310,via cracovia,1,2023,20231,2023,2023-06,1442.8075639599556
32324,via cracovia,2,2023,20232,,2023-09,1249.5406810035843
32338,via cristoforo colombo,1,2023,20231,2023,2023-06,10246.510475484223
32406,via cristoforo colombo,2,2023,20232,,2023-09,9427.051792114695
32474,via croce di camaldoli,1,2023,20231,2023,2023-06,1016.689597789431
32481,via croce di camaldoli,2,2023,20232,,2023-09,756.7693548387097
32488,via d'azeglio,1,2023,20231,2023,2023-06,2482.9150508942917
32489,via d'azeglio,2,2023,20232,,2023-09,1693.0693548387096
32490,via dante,1,2023,20231,2023,2023-06,1905.0346001730315
32491,via dante,2,2023,20232,,2023-09,2842.4860215053764
32492,via de' carracci,1,2023,20231,2023,2023-06,5951.813663329626
32505,via de' carracci,2,2023,20232,,2023-09,5705.430747567844
32518,via degli orti,1,2023,20231,2023,2023-06,9750.40466012879
32547,via degli orti,2,2023,20232,,2023-09,9086.649283154122
32576,via degli ortolani,1,2023,20231,2023,2023-06,11894.006237419884
32587,via degli ortolani,2,2023,20232,,2023-09,9661.676612903226
32598,via degli stradelli guelfi,1,2023,20231,2023,2023-06,2477.8847837985772
32604,via degli stradelli guelfi,2,2023,20232,,2023-09,248.86559139784944
32610,via dei lamponi,1,2023,20231,2023,2023-06,1498.9907059431114
32623,via dei lamponi,2,2023,20232,,2023-09,1487.4790322580645
32636,via dei mille,1,2023,20231,2023,2023-06,4786.337267378215
